ObjId	ProteinGroup	Concentration	GlycanID	f
109	P_10	177.7788888888889	G_237	0.7414284456513177
110	P_10	200.0	G_237	0.7633587786259542
111	P_11	0.01	G_236	7.462129691814044e-05
112	P_11	22.231111111111115	G_236	0.14229631315430133
113	P_11	44.452222222222225	G_236	0.24909873168666374
114	P_11	66.67333333333335	G_236	0.33224809806983163
115	P_11	88.89444444444446	G_236	0.3988185738142121
116	P_11	111.11555555555557	G_236	0.4533190694638357
117	P_11	133.33666666666667	G_236	0.49875936709018587
118	P_11	155.5577777777778	G_236	0.5372253474647164
119	P_11	177.7788888888889	G_236	0.5702082316171361
120	P_11	200.0	G_236	0.5988023952095808
121	P_12	0.01	G_229	0.00043459365493263795
122	P_12	22.231111111111115	G_229	0.49150044217352856
123	P_12	44.452222222222225	G_229	0.6590179056780933
124	P_12	66.67333333333335	G_229	0.7435134934205636
125	P_12	88.89444444444446	G_229	0.7944491336080631
126	P_12	111.11555555555557	G_229	0.8285060975609756
127	P_12	133.33666666666667	G_229	0.8528816016716062
128	P_12	155.5577777777778	G_229	0.8711901532028227
129	P_12	177.7788888888889	G_229	0.8854461237071184
130	P_12	200.0	G_229	0.8968609865470852
131	P_13	0.01	G_219	0.0003224766204450177
132	P_13	22.231111111111115	G_219	0.41763379811305
133	P_13	44.452222222222225	G_219	0.5891439763205562
134	P_13	66.67333333333335	G_219	0.6826155211248379
135	P_13	88.89444444444446	G_219	0.7414392289513925
136	P_13	111.11555555555557	G_219	0.7818676507380535
137	P_13	133.33666666666667	G_219	0.811362852680473
138	P_13	155.5577777777778	G_219	0.8338316398851712
139	P_13	177.7788888888889	G_219	0.8515175544568683
140	P_13	200.0	G_219	0.8658008658008658
141	P_14	0.01	G_221	0.000243842965130456
142	P_14	22.231111111111115	G_221	0.3515850144092219
143	P_14	44.452222222222225	G_221	0.5201997217418441
144	P_14	66.67333333333335	G_221	0.6192186242337936
145	P_14	88.89444444444446	G_221	0.68435909499166
146	P_14	111.11555555555557	G_221	0.7304680652135803
147	P_14	133.33666666666667	G_221	0.7648228523355194
148	P_14	155.5577777777778	G_221	0.7914099331833445
149	P_14	177.7788888888889	G_221	0.8125961777746177
150	P_14	200.0	G_221	0.8298755186721992
151	P_15	0.01	G_228	0.00027019724398811136
152	P_15	22.231111111111115	G_228	0.3753282809334434
153	P_15	44.452222222222225	G_228	0.5457459724173681
154	P_15	66.67333333333335	G_228	0.6431097678605878
155	P_15	88.89444444444446	G_228	0.7061029963373197
156	P_15	111.11555555555557	G_228	0.7501950429094401
157	P_15	133.33666666666667	G_228	0.7827831157902977
158	P_15	155.5577777777778	G_228	0.8078498805553311
159	P_15	177.7788888888889	G_228	0.8277298099854631
160	P_15	200.0	G_228	0.8438818565400844
161	P_16	0.01	G_218	0.00020403999183840033
162	P_16	22.231111111111115	G_218	0.31209833406127163
163	P_16	44.452222222222225	G_218	0.4756678992236081
164	P_16	66.67333333333335	G_218	0.5763932914529423
165	P_16	88.89444444444446	G_218	0.6446557350630515
166	P_16	111.11555555555557	G_218	0.6939710209293288
167	P_16	133.33666666666667	G_218	0.7312663388237876
168	P_16	155.5577777777778	G_218	0.7604588760578376
169	P_16	177.7788888888889	G_218	0.783930504995076
170	P_16	200.0	G_218	0.8032128514056225
171	P_17	0.01	G_223	7.935878104912308e-05
172	P_17	22.231111111111115	G_223	0.14997601343247782
173	P_17	44.452222222222225	G_223	0.2607899248404571
174	P_17	66.67333333333335	G_223	0.3460433895020934
175	P_17	88.89444444444446	G_223	0.4136656239497428
176	P_17	111.11555555555557	G_223	0.4686135217709134
177	P_17	133.33666666666667	G_223	0.5141450624027968
178	P_17	155.5577777777778	G_223	0.5524897198917136
179	P_17	177.7788888888889	G_223	0.5852246334139232
180	P_17	200.0	G_223	0.6134969325153374
181	P_18	0.01	G_21	0.0007293946024799418
182	P_18	22.231111111111115	G_21	0.6187148246644815
183	P_18	44.452222222222225	G_21	0.7644114106654949
184	P_18	66.67333333333335	G_21	0.8295454545454546
185	P_18	88.89444444444446	G_21	0.8664645042508258
186	P_18	111.11555555555557	G_21	0.8902380401303256
187	P_18	133.33666666666667	G_21	0.9068259617782414
188	P_18	155.5577777777778	G_21	0.9190583725021664
189	P_18	177.7788888888889	G_21	0.9284516424787184
190	P_18	200.0	G_21	0.9358914365933553
191	P_19	0.01	G_20	0.0011890606420927468
192	P_19	22.231111111111115	G_20	0.7257690075449796
193	P_19	44.452222222222225	G_20	0.8410662854499968
194	P_19	66.67333333333335	G_20	0.888109404138176
195	P_19	88.89444444444446	G_20	0.9136641352138412
196	P_19	111.11555555555557	G_20	0.9297162619463761
197	P_19	133.33666666666667	G_20	0.9407351661531949
198	P_19	155.5577777777778	G_20	0.9487672978138003
199	P_19	177.7788888888889	G_20	0.9548821026372485
200	P_19	200.0	G_20	0.9596928982725528
201	P_20	0.01	G_12	0.00017540782318891423
202	P_20	22.231111111111115	G_12	0.2805856285409772
203	P_20	44.452222222222225	G_12	0.4381591772810409
204	P_20	66.67333333333335	G_12	0.5391084038596302
205	P_20	88.89444444444446	G_12	0.6093065762918397
206	P_20	111.11555555555557	G_12	0.6609474964310263
207	P_20	133.33666666666667	G_12	0.7005306386928425
208	P_20	155.5577777777778	G_12	0.7318376180071301
209	P_20	177.7788888888889	G_12	0.7572183756820838
210	P_20	200.0	G_12	0.7782101167315175
211	P_21	0.01	G_11	0.00010140959334753067
212	P_21	22.231111111111115	G_11	0.18398499282745434
213	P_21	44.452222222222225	G_11	0.31074122115466773
214	P_21	66.67333333333335	G_11	0.4034125287402687
215	P_21	88.89444444444446	G_11	0.4741177516370856
216	P_21	111.11555555555557	G_11	0.529839359131946
217	P_21	133.33666666666667	G_11	0.5748839482042511
218	P_21	155.5577777777778	G_11	0.6120520061903805
219	P_21	177.7788888888889	G_11	0.6432433736295986
220	P_21	200.0	G_11	0.6697923643670461
221	P_22	0.01	G_8	0.0003688675765400221
222	P_22	22.231111111111115	G_8	0.45065093022208214
223	P_22	44.452222222222225	G_8	0.6212556485550569
224	P_22	66.67333333333335	G_8	0.7110052609128396
225	P_22	88.89444444444446	G_8	0.7663681210785956
226	P_22	111.11555555555557	G_8	0.8039294499734715
227	P_22	133.33666666666667	G_8	0.8310859944734164
228	P_22	155.5577777777778	G_8	0.8516351160640421
229	P_22	177.7788888888889	G_8	0.8677267328665716
230	P_22	200.0	G_8	0.8806693086745927
231	P_23	0.01	G_6	0.00020828993959591752
232	P_23	22.231111111111115	G_6	0.3165422098468548
233	P_23	44.452222222222225	G_6	0.4808129123751608
234	P_23	66.67333333333335	G_6	0.5814196849020407
235	P_23	88.89444444444446	G_6	0.6493648796720913
236	P_23	111.11555555555557	G_6	0.6983324488142789
237	P_23	133.33666666666667	G_6	0.7352989834745685
238	P_23	155.5577777777778	G_6	0.7641947140315062
239	P_23	177.7788888888889	G_6	0.7874026210500933
240	P_23	200.0	G_6	0.8064516129032258
241	P_24	0.01	G_16	0.0001093972213105787
242	P_24	22.231111111111115	G_16	0.1956428208237181
243	P_24	44.452222222222225	G_16	0.3272101221098089
244	P_24	66.67333333333335	G_16	0.42178735607945683
245	P_24	88.89444444444446	G_16	0.49305148984685543
246	P_24	111.11555555555557	G_16	0.5486766448667867
247	P_24	133.33666666666667	G_16	0.593301790243396
248	P_24	155.5577777777778	G_16	0.6298962485715057
249	P_24	177.7788888888889	G_16	0.6604488547475658
250	P_24	200.0	G_16	0.6863417982155113
251	P_25	0.01	G_17	0.0001327844907714779
252	P_25	22.231111111111115	G_17	0.2279386634464217
253	P_25	44.452222222222225	G_17	0.3712016478469432
254	P_25	66.67333333333335	G_17	0.4696187077385425
255	P_25	88.89444444444446	G_17	0.5413973946878701
256	P_25	111.11555555555557	G_17	0.5960637524288628
257	P_25	133.33666666666667	G_17	0.6390854915243406
258	P_25	155.5577777777778	G_17	0.6738251544962748
259	P_25	177.7788888888889	G_17	0.702464317230903
260	P_25	200.0	G_17	0.726480203414457
261	P_26	0.01	G_18	0.00019876764062810577
262	P_26	22.231111111111115	G_18	0.30650448849535833
263	P_26	44.452222222222225	G_18	0.46914173810054294
264	P_26	66.67333333333335	G_18	0.5699874615296935
265	P_26	88.89444444444446	G_18	0.6386350029934146
266	P_26	111.11555555555557	G_18	0.6883819541005274
267	P_26	133.33666666666667	G_18	0.7260895609083154
268	P_26	155.5577777777778	G_18	0.755656548210199
269	P_26	177.7788888888889	G_18	0.7794622718260251
270	P_26	200.0	G_18	0.7990411506192568
271	P_27	0.01	G_15	0.000444247001332741
272	P_27	22.231111111111115	G_15	0.49699438620895225
273	P_27	44.452222222222225	G_15	0.6639394593159302
274	P_27	66.67333333333335	G_15	0.7476824162679426
275	P_27	88.89444444444446	G_15	0.798015061592938
276	P_27	111.11555555555557	G_15	0.8316064330500441
277	P_27	133.33666666666667	G_15	0.8556180616457402
278	P_27	155.5577777777778	G_15	0.8736365224770986
279	P_27	177.7788888888889	G_15	0.8876566565511426
280	P_27	200.0	G_15	0.898876404494382
281	P_25	0.01	G_17	0.0007457121551081283
282	P_25	22.231111111111115	G_17	0.6239241611575402
283	P_25	44.452222222222225	G_17	0.7683753625136843
284	P_25	66.67333333333335	G_17	0.8326534010490384
285	P_25	88.89444444444446	G_17	0.8690055938738934
286	P_25	111.11555555555557	G_17	0.8923829240434037
287	P_25	133.33666666666667	G_17	0.9086799482065377
288	P_25	155.5577777777778	G_17	0.9206902447685812
289	P_25	177.7788888888889	G_17	0.9299085789342152
290	P_25	200.0	G_17	0.9372071227741331
291	P_26	0.01	G_18	0.0005402485143165856
292	P_26	22.231111111111115	G_18	0.545801734955535
293	P_26	44.452222222222225	G_18	0.7061263391990399
294	P_26	66.67333333333335	G_18	0.7827958672510958
295	P_26	88.89444444444446	G_18	0.8277378304278102
296	P_26	111.11555555555557	G_18	0.8572702179093731
297	P_26	133.33666666666667	G_18	0.8781585475620732
298	P_26	155.5577777777778	G_18	0.8937134540254833
299	P_26	177.7788888888889	G_18	0.905746358639351
300	P_26	200.0	G_18	0.9153318077803204
301	P_27	0.01	G_15	0.0005777007510109763
302	P_27	22.231111111111115	G_15	0.562370003935016
303	P_27	44.452222222222225	G_15	0.7198481386184932
304	P_27	66.67333333333335	G_15	0.7939822165766911
305	P_27	88.89444444444446	G_15	0.8370912895631704
306	P_27	111.11555555555557	G_15	0.8652811185906865
307	P_27	133.33666666666667	G_15	0.8851541236086831
308	P_27	155.5577777777778	G_15	0.8999177229835703
309	P_27	177.7788888888889	G_15	0.911317928359467
310	P_27	200.0	G_15	0.9203865623561895
311	P_28	0.01	G_19	0.002079002079002079
312	P_28	22.231111111111115	G_19	0.8224268332785268
313	P_28	44.452222222222225	G_19	0.9025424684729398
314	P_28	66.67333333333335	G_19	0.9328420856263409
315	P_28	88.89444444444446	G_19	0.9487696412689002
316	P_28	111.11555555555557	G_19	0.9585905448410721
317	P_28	133.33666666666667	G_19	0.9652518037692139
318	P_28	155.5577777777778	G_19	0.9700669336622274
319	P_28	177.7788888888889	G_19	0.973709994462059
320	P_28	200.0	G_19	0.9765625
321	P_29	0.01	G_10	0.0002889338341519792
322	P_29	22.231111111111115	G_10	0.391178540705404
323	P_29	44.452222222222225	G_10	0.5623146443279408
324	P_29	66.67333333333335	G_10	0.6583503390165231
325	P_29	88.89444444444446	G_10	0.7198254532367627
326	P_29	111.11555555555557	G_10	0.7625510888793998
327	P_29	133.33666666666667	G_10	0.7939699489887061
328	P_29	155.5577777777778	G_10	0.8180458332846409
329	P_29	177.7788888888889	G_10	0.8370836188991373
330	P_29	200.0	G_10	0.8525149190110827
331	P_30	0.01	G_13	4.2015041384815764e-05
332	P_30	22.231111111111115	G_13	0.08542833720453616
333	P_30	44.452222222222225	G_13	0.1573796158248986
334	P_30	66.67333333333335	G_13	0.21883547405964862
335	P_30	88.89444444444446	G_13	0.2719362349382234
336	P_30	111.11555555555557	G_13	0.318277297551909
337	P_30	133.33666666666667	G_13	0.3590721806806043
338	P_30	155.5577777777778	G_13	0.39526033167514585
339	P_30	177.7788888888889	G_13	0.42758036456342985
340	P_30	200.0	G_13	0.45662100456621
341	P_31	0.01	G_14	0.0012033694344163659
342	P_31	22.231111111111115	G_14	0.7281461532862654
343	P_31	44.452222222222225	G_14	0.8426606567390525
344	P_31	66.67333333333335	G_14	0.8892939711897564
345	P_31	88.89444444444446	G_14	0.9146041726207488
346	P_31	111.11555555555557	G_14	0.9304948173511733
347	P_31	133.33666666666667	G_14	0.9413993551575627
348	P_31	155.5577777777778	G_14	0.9493463165889118
349	P_31	177.7788888888889	G_14	0.9553952624633518
350	P_31	200.0	G_14	0.9601536245799327
351	P_32	0.01	G_7	0.0018832391713747647
352	P_32	22.231111111111115	G_7	0.8074905157801275
353	P_32	44.452222222222225	G_7	0.8934720950487974
354	P_32	66.67333333333335	G_7	0.926361615413116
355	P_32	88.89444444444446	G_7	0.9437334119728694
356	P_32	111.11555555555557	G_7	0.9544734380666959
357	P_32	133.33666666666667	G_7	0.9617705753648625
358	P_32	155.5577777777778	G_7	0.9670516398198546
359	P_32	177.7788888888889	G_7	0.9710507310145595
360	P_32	200.0	G_7	0.9741841207988309
361	P_33	0.01	G_9	0.002624671916010499
362	P_33	22.231111111111115	G_9	0.854020829776336
363	P_33	44.452222222222225	G_9	0.9212471503903102
364	P_33	66.67333333333335	G_9	0.9460788950903416
365	P_33	88.89444444444446	G_9	0.9590050943961642
366	P_33	111.11555555555557	G_9	0.9669322400990099
367	P_33	133.33666666666667	G_9	0.9722904158868282
368	P_33	155.5577777777778	G_9	0.9761542859533404
369	P_33	177.7788888888889	G_9	0.9790724570281665
370	P_33	200.0	G_9	0.9813542688910696
371	P_34	0.01	G_110	0.034482758620689655
372	P_34	22.231111111111115	G_110	0.9875616979269496
373	P_34	44.452222222222225	G_110	0.9937405300678109
374	P_34	66.67333333333335	G_110	0.9958179826744996
375	P_34	88.89444444444446	G_110	0.9968600869706069
376	P_34	111.11555555555557	G_110	0.9974864347270986
377	P_34	133.33666666666667	G_110	0.9979044530372957
378	P_34	155.5577777777778	G_110	0.998203259800077
379	P_34	177.7788888888889	G_110	0.9984274865369135
380	P_34	200.0	G_110	0.9986019572598362
381	P_35	0.01	G_34	0.003322259136212625
382	P_35	22.231111111111115	G_34	0.8810991720979391
383	P_35	44.452222222222225	G_34	0.9367785140609268
384	P_35	66.67333333333335	G_34	0.956941919433547
385	P_35	88.89444444444446	G_34	0.9673538480140258
386	P_35	111.11555555555557	G_34	0.9737108583891572
387	P_35	133.33666666666667	G_34	0.9779956480281655
388	P_35	155.5577777777778	G_34	0.9810794522851817
389	P_35	177.7788888888889	G_34	0.9834051419474988
390	P_35	200.0	G_34	0.9852216748768473
391	P_36	0.01	G_155	0.0058479532163742695
392	P_36	22.231111111111115	G_155	0.9289627634877891
393	P_36	44.452222222222225	G_155	0.9631653706334111
394	P_36	66.67333333333335	G_155	0.9751365054602184
395	P_36	88.89444444444446	G_155	0.9812350524314711
396	P_36	111.11555555555557	G_155	0.9849311560659483
397	P_36	133.33666666666667	G_155	0.9874108266890474
398	P_36	155.5577777777778	G_155	0.9891897238786989
399	P_36	177.7788888888889	G_155	0.9905281339185668
400	P_36	200.0	G_155	0.991571641051066
401	P_37	0.01	G_129	0.0049751243781094535
402	P_37	22.231111111111115	G_129	0.917461482024945
403	P_37	44.452222222222225	G_129	0.9569450092089842
404	P_37	66.67333333333335	G_129	0.9708766139209786
405	P_37	88.89444444444446	G_129	0.9779964549844141
406	P_37	111.11555555555557	G_129	0.9823189658559585
407	P_37	133.33666666666667	G_129	0.9852220388660378
408	P_37	155.5577777777778	G_129	0.9873062439175753
409	P_37	177.7788888888889	G_129	0.9888752232680886
410	P_37	200.0	G_129	0.9900990099009901
411	P_38	0.01	G_33	0.000999000999000999
412	P_38	22.231111111111115	G_33	0.6897407611693326
413	P_38	44.452222222222225	G_33	0.8163527659313976
414	P_38	66.67333333333335	G_33	0.8695765585601253
415	P_38	88.89444444444446	G_33	0.8988820852761081
416	P_38	111.11555555555557	G_33	0.9174342225973359
417	P_38	133.33666666666667	G_33	0.9302341806004512
418	P_38	155.5577777777778	G_33	0.9395981261996483
419	P_38	177.7788888888889	G_33	0.9467458772433299
420	P_38	200.0	G_33	0.9523809523809523
421	P_39	0.01	G_37	0.0019193857965451057
422	P_39	22.231111111111115	G_37	0.8104342190537913
423	P_39	44.452222222222225	G_37	0.8952715554859355
424	P_39	66.67333333333335	G_37	0.9276504962433911
425	P_39	88.89444444444446	G_37	0.9447363759815788
426	P_39	111.11555555555557	G_37	0.9552940277406289
427	P_39	133.33666666666667	G_37	0.9624648107600876
428	P_39	155.5577777777778	G_37	0.9676531980481332
429	P_39	177.7788888888889	G_37	0.9715814210503945
430	P_39	200.0	G_37	0.9746588693957116
431	P_40	0.01	G_93	0.007092198581560284
432	P_40	22.231111111111115	G_93	0.940756065450442
433	P_40	44.452222222222225	G_93	0.9694671286984758
434	P_40	66.67333333333335	G_93	0.9794339437861129
435	P_40	88.89444444444446	G_93	0.9844951701224389
436	P_40	111.11555555555557	G_93	0.9875572760309685
437	P_40	133.33666666666667	G_93	0.9896093614705227
438	P_40	155.5577777777778	G_93	0.9910804037887047
439	P_40	177.7788888888889	G_93	0.9921865795201568
440	P_40	200.0	G_93	0.9930486593843098
441	P_41	0.01	G_106	0.024390243902439022
442	P_41	22.231111111111115	G_106	0.9823252160251376
443	P_41	44.452222222222225	G_106	0.9910818242623926
444	P_41	66.67333333333335	G_106	0.9940363780936288
445	P_41	88.89444444444446	G_106	0.9955204380016176
446	P_41	111.11555555555557	G_106	0.996413056474433
447	P_41	133.33666666666667	G_106	0.9970090476309165
448	P_41	155.5577777777778	G_106	0.9974352032601416
449	P_41	177.7788888888889	G_106	0.9977550651342907
450	P_41	200.0	G_106	0.998003992015968
451	P_42	0.01	G_31	0.013157894736842105
452	P_42	22.231111111111115	G_31	0.9673645022482232
453	P_42	44.452222222222225	G_31	0.9834078953837078
454	P_42	66.67333333333335	G_31	0.9888762545112968
455	P_42	88.89444444444446	G_31	0.9916336142786316
456	P_42	111.11555555555557	G_31	0.9932955233961402
457	P_42	133.33666666666667	G_31	0.9944066026947745
458	P_42	155.5577777777778	G_31	0.995201774277245
459	P_42	177.7788888888889	G_31	0.9957989992282607
460	P_42	200.0	G_31	0.9962640099626401
461	P_43	0.01	G_97	0.0012330456226880395
462	P_43	22.231111111111115	G_97	0.7329474686790242
463	P_43	44.452222222222225	G_97	0.8458676025963592
464	P_43	66.67333333333335	G_97	0.8916726105563482
465	P_43	88.89444444444446	G_97	0.9164900624319836
466	P_43	111.11555555555557	G_97	0.9320558465524634
467	P_43	133.33666666666667	G_97	0.9427305507765549
468	P_43	155.5577777777778	G_97	0.9505064769301795
469	P_43	177.7788888888889	G_97	0.9564232385483977
470	P_43	200.0	G_97	0.9610764055742432
471	P_44	0.01	G_24	0.0023201856148491883
472	P_44	22.231111111111115	G_24	0.8379261244660356
473	P_44	44.452222222222225	G_24	0.9117988923581831
474	P_44	66.67333333333335	G_24	0.9394138643622019
475	P_44	88.89444444444446	G_24	0.9538599105812221
476	P_44	111.11555555555557	G_24	0.9627433236421049
477	P_44	133.33666666666667	G_24	0.9687583250587294
478	P_44	155.5577777777778	G_24	0.9731010898576512
479	P_44	177.7788888888889	G_24	0.9763838629165623
480	P_44	200.0	G_24	0.978952520802741
481	P_45	0.01	G_102	0.003831417624521073
482	P_45	22.231111111111115	G_102	0.8952926436370144
483	P_45	44.452222222222225	G_102	0.9447422485654238
484	P_45	66.67333333333335	G_102	0.9624675199692042
485	P_45	88.89444444444446	G_102	0.9715829740724999
486	P_45	111.11555555555557	G_102	0.9771359337137497
487	P_45	133.33666666666667	G_102	0.9808734459674849
488	P_45	155.5577777777778	G_102	0.983560719956162
489	P_45	177.7788888888889	G_102	0.985585896353971
490	P_45	200.0	G_102	0.9871668311944719
491	P_46	0.01	G_27	0.037037037037037035
492	P_46	22.231111111111115	G_27	0.9884398774824621
493	P_46	44.452222222222225	G_27	0.9941850351631422
494	P_46	66.67333333333335	G_27	0.9961155378486055
495	P_46	88.89444444444446	G_27	0.9970837124091775
496	P_46	111.11555555555557	G_27	0.9976655559767752
497	P_46	133.33666666666667	G_27	0.998053843658774
498	P_46	155.5577777777778	G_27	0.9983313842379988
499	P_46	177.7788888888889	G_27	0.9985396448965582
500	P_46	200.0	G_27	0.9987016878058524
501	P_47	0.01	G_96	0.003831417624521073
502	P_47	22.231111111111115	G_96	0.8952926436370144
503	P_47	44.452222222222225	G_96	0.9447422485654238
504	P_47	66.67333333333335	G_96	0.9624675199692042
505	P_47	88.89444444444446	G_96	0.9715829740724999
506	P_47	111.11555555555557	G_96	0.9771359337137497
507	P_47	133.33666666666667	G_96	0.9808734459674849
508	P_47	155.5577777777778	G_96	0.983560719956162
509	P_47	177.7788888888889	G_96	0.985585896353971
510	P_47	200.0	G_96	0.9871668311944719
511	P_48	0.01	G_23	0.007633587786259542
512	P_48	22.231111111111115	G_23	0.9447539899896118
513	P_48	44.452222222222225	G_23	0.971586079607548
514	P_48	66.67333333333335	G_23	0.9808748528834837
515	P_48	88.89444444444446	G_23	0.9855866954111487
516	P_48	111.11555555555557	G_23	0.9884357641291242
517	P_48	133.33666666666667	G_23	0.9903443836498229
518	P_48	155.5577777777778	G_23	0.9917122375541891
519	P_48	177.7788888888889	G_23	0.9927406295177171
520	P_48	200.0	G_23	0.9935419771485344
521	P_49	0.01	G_95	0.010416666666666668
522	P_49	22.231111111111115	G_95	0.9590183578584096
523	P_49	44.452222222222225	G_95	0.9790759140521755
524	P_49	66.67333333333335	G_95	0.9859515946172426
525	P_49	88.89444444444446	G_95	0.9894261686866188
526	P_49	111.11555555555557	G_95	0.9915228189849196
527	P_49	133.33666666666667	G_95	0.9929255820880704
528	P_49	155.5577777777778	G_95	0.9939300141278035
529	P_49	177.7788888888889	G_95	0.9946846869249516
530	P_49	200.0	G_95	0.9952724558347849
531	P_50	0.01	G_5	0.023255813953488372
